DateKey,Date,FiscalYear,FiscalQuarter,Month,FullDate,MonthKey
20180429,29/04/2018,FY2018,FY2018 Q4,2018 Apr,"2018 Apr, 29",201804
20180430,30/04/2018,FY2018,FY2018 Q4,2018 Apr,"2018 Apr, 30",201804
20180501,01/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 01",201805
20180502,02/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 02",201805
20180503,03/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 03",201805
20180504,04/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 04",201805
20180505,05/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 05",201805
20180506,06/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 06",201805
20180507,07/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 07",201805
20180508,08/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 08",201805
20180509,09/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 09",201805
20180510,10/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 10",201805
20180511,11/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 11",201805
20180512,12/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 12",201805
20180513,13/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 13",201805
20180514,14/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 14",201805
20180515,15/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 15",201805
20180516,16/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 16",201805
20180517,17/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 17",201805
20180518,18/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 18",201805
20180519,19/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 19",201805
20180520,20/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 20",201805
20180521,21/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 21",201805
20180522,22/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 22",201805
20180523,23/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 23",201805
20180524,24/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 24",201805
20180525,25/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 25",201805
20180526,26/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 26",201805
20180527,27/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 27",201805
20180528,28/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 28",201805
20180529,29/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 29",201805
20180530,30/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 30",201805
20180531,31/05/2018,FY2018,FY2018 Q4,2018 May,"2018 May, 31",201805
20180601,01/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 01",201806
20180602,02/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 02",201806
20180603,03/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 03",201806
20180604,04/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 04",201806
20180605,05/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 05",201806
20180606,06/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 06",201806
20180607,07/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 07",201806
20180608,08/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 08",201806
20180609,09/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 09",201806
20180610,10/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 10",201806
20180611,11/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 11",201806
20180612,12/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 12",201806
20180613,13/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 13",201806
20180614,14/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 14",201806
20180615,15/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 15",201806
20180616,16/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 16",201806
20180617,17/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 17",201806
20180618,18/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 18",201806
20180619,19/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 19",201806
20180620,20/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 20",201806
20180621,21/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 21",201806
20180622,22/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 22",201806
20180623,23/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 23",201806
20180624,24/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 24",201806
20180625,25/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 25",201806
20180626,26/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 26",201806
20180627,27/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 27",201806
20180628,28/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 28",201806
20180629,29/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 29",201806
20180630,30/06/2018,FY2018,FY2018 Q4,2018 Jun,"2018 Jun, 30",201806
20180701,01/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 01",201807
20180702,02/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 02",201807
20180703,03/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 03",201807
20180704,04/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 04",201807
20180705,05/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 05",201807
20180706,06/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 06",201807
20180707,07/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 07",201807
20180708,08/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 08",201807
20180709,09/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 09",201807
20180710,10/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 10",201807
20180711,11/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 11",201807
20180712,12/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 12",201807
20180713,13/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 13",201807
20180714,14/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 14",201807
20180715,15/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 15",201807
20180716,16/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 16",201807
20180717,17/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 17",201807
20180718,18/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 18",201807
20180719,19/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 19",201807
20180720,20/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 20",201807
20180721,21/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 21",201807
20180722,22/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 22",201807
20180723,23/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 23",201807
20180724,24/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 24",201807
20180725,25/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 25",201807
20180726,26/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 26",201807
20180727,27/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 27",201807
20180728,28/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 28",201807
20180729,29/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 29",201807
20180730,30/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 30",201807
20180731,31/07/2018,FY2019,FY2019 Q1,2018 Jul,"2018 Jul, 31",201807
20180801,01/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 01",201808
20180802,02/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 02",201808
20180803,03/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 03",201808
20180804,04/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 04",201808
20180805,05/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 05",201808
20180806,06/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 06",201808
20180807,07/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 07",201808
20180808,08/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 08",201808
20180809,09/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 09",201808
20180810,10/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 10",201808
20180811,11/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 11",201808
20180812,12/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 12",201808
20180813,13/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 13",201808
20180814,14/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 14",201808
20180815,15/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 15",201808
20180816,16/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 16",201808
20180817,17/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 17",201808
20180818,18/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 18",201808
20180819,19/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 19",201808
20180820,20/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 20",201808
20180821,21/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 21",201808
20180822,22/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 22",201808
20180823,23/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 23",201808
20180824,24/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 24",201808
20180825,25/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 25",201808
20180826,26/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 26",201808
20180827,27/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 27",201808
20180828,28/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 28",201808
20180829,29/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 29",201808
20180830,30/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 30",201808
20180831,31/08/2018,FY2019,FY2019 Q1,2018 Aug,"2018 Aug, 31",201808
20180901,01/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 01",201809
20180902,02/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 02",201809
20180903,03/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 03",201809
20180904,04/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 04",201809
20180905,05/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 05",201809
20180906,06/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 06",201809
20180907,07/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 07",201809
20180908,08/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 08",201809
20180909,09/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 09",201809
20180910,10/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 10",201809
20180911,11/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 11",201809
20180912,12/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 12",201809
20180913,13/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 13",201809
20180914,14/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 14",201809
20180915,15/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 15",201809
20180916,16/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 16",201809
20180917,17/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 17",201809
20180918,18/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 18",201809
20180919,19/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 19",201809
20180920,20/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 20",201809
20180921,21/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 21",201809
20180922,22/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 22",201809
20180923,23/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 23",201809
20180924,24/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 24",201809
20180925,25/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 25",201809
20180926,26/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 26",201809
20180927,27/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 27",201809
20180928,28/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 28",201809
20180929,29/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 29",201809
20180930,30/09/2018,FY2019,FY2019 Q1,2018 Sep,"2018 Sep, 30",201809
20181001,01/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 01",201810
20181002,02/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 02",201810
20181003,03/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 03",201810
20181004,04/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 04",201810
20181005,05/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 05",201810
20181006,06/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 06",201810
20181007,07/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 07",201810
20181008,08/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 08",201810
20181009,09/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 09",201810
20181010,10/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 10",201810
20181011,11/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 11",201810
20181012,12/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 12",201810
20181013,13/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 13",201810
20181014,14/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 14",201810
20181015,15/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 15",201810
20181016,16/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 16",201810
20181017,17/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 17",201810
20181018,18/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 18",201810
20181019,19/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 19",201810
20181020,20/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 20",201810
20181021,21/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 21",201810
20181022,22/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 22",201810
20181023,23/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 23",201810
20181024,24/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 24",201810
20181025,25/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 25",201810
20181026,26/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 26",201810
20181027,27/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 27",201810
20181028,28/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 28",201810
20181029,29/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 29",201810
20181030,30/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 30",201810
20181031,31/10/2018,FY2019,FY2019 Q2,2018 Oct,"2018 Oct, 31",201810
20181101,01/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 01",201811
20181102,02/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 02",201811
20181103,03/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 03",201811
20181104,04/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 04",201811
20181105,05/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 05",201811
20181106,06/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 06",201811
20181107,07/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 07",201811
20181108,08/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 08",201811
20181109,09/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 09",201811
20181110,10/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 10",201811
20181111,11/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 11",201811
20181112,12/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 12",201811
20181113,13/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 13",201811
20181114,14/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 14",201811
20181115,15/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 15",201811
20181116,16/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 16",201811
20181117,17/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 17",201811
20181118,18/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 18",201811
20181119,19/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 19",201811
20181120,20/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 20",201811
20181121,21/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 21",201811
20181122,22/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 22",201811
20181123,23/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 23",201811
20181124,24/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 24",201811
20181125,25/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 25",201811
20181126,26/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 26",201811
20181127,27/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 27",201811
20181128,28/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 28",201811
20181129,29/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 29",201811
20181130,30/11/2018,FY2019,FY2019 Q2,2018 Nov,"2018 Nov, 30",201811
20181201,01/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 01",201812
20181202,02/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 02",201812
20181203,03/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 03",201812
20181204,04/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 04",201812
20181205,05/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 05",201812
20181206,06/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 06",201812
20181207,07/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 07",201812
20181208,08/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 08",201812
20181209,09/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 09",201812
20181210,10/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 10",201812
20181211,11/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 11",201812
20181212,12/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 12",201812
20181213,13/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 13",201812
20181214,14/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 14",201812
20181215,15/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 15",201812
20181216,16/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 16",201812
20181217,17/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 17",201812
20181218,18/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 18",201812
20181219,19/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 19",201812
20181220,20/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 20",201812
20181221,21/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 21",201812
20181222,22/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 22",201812
20181223,23/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 23",201812
20181224,24/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 24",201812
20181225,25/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 25",201812
20181226,26/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 26",201812
20181227,27/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 27",201812
20181228,28/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 28",201812
20181229,29/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 29",201812
20181230,30/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 30",201812
20181231,31/12/2018,FY2019,FY2019 Q2,2018 Dec,"2018 Dec, 31",201812
20190101,01/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 01",201901
20190102,02/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 02",201901
20190103,03/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 03",201901
20190104,04/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 04",201901
20190105,05/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 05",201901
20190106,06/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 06",201901
20190107,07/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 07",201901
20190108,08/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 08",201901
20190109,09/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 09",201901
20190110,10/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 10",201901
20190111,11/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 11",201901
20190112,12/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 12",201901
20190113,13/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 13",201901
20190114,14/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 14",201901
20190115,15/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 15",201901
20190116,16/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 16",201901
20190117,17/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 17",201901
20190118,18/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 18",201901
20190119,19/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 19",201901
20190120,20/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 20",201901
20190121,21/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 21",201901
20190122,22/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 22",201901
20190123,23/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 23",201901
20190124,24/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 24",201901
20190125,25/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 25",201901
20190126,26/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 26",201901
20190127,27/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 27",201901
20190128,28/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 28",201901
20190129,29/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 29",201901
20190130,30/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 30",201901
20190131,31/01/2019,FY2019,FY2019 Q3,2019 Jan,"2019 Jan, 31",201901
20190201,01/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 01",201902
20190202,02/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 02",201902
20190203,03/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 03",201902
20190204,04/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 04",201902
20190205,05/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 05",201902
20190206,06/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 06",201902
20190207,07/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 07",201902
20190208,08/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 08",201902
20190209,09/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 09",201902
20190210,10/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 10",201902
20190211,11/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 11",201902
20190212,12/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 12",201902
20190213,13/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 13",201902
20190214,14/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 14",201902
20190215,15/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 15",201902
20190216,16/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 16",201902
20190217,17/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 17",201902
20190218,18/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 18",201902
20190219,19/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 19",201902
20190220,20/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 20",201902
20190221,21/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 21",201902
20190222,22/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 22",201902
20190223,23/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 23",201902
20190224,24/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 24",201902
20190225,25/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 25",201902
20190226,26/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 26",201902
20190227,27/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 27",201902
20190228,28/02/2019,FY2019,FY2019 Q3,2019 Feb,"2019 Feb, 28",201902
